Timestamp,Yaw,Pitch,Roll,Voltage,Current_mA
1776707649.2092462,359.94,-8.0,2.44,7.7,1001.9
1776707649.2737217,359.94,-8.0,2.44,7.7,984.1
1776707649.3522642,359.94,-8.0,2.44,7.71,1010.8
1776707649.4081883,359.94,-8.0,2.44,7.7,1024.0
1776707649.4677477,4.0,-8.0,2.44,7.7,1013.3
1776707649.5319142,359.94,-8.0,2.44,7.7,968.4
1776707649.593479,359.94,-8.0,2.44,7.7,970.7
1776707649.6532772,359.94,-8.0,2.44,7.72,1025.5
1776707649.720427,359.94,-8.0,2.44,7.7,997.3
1776707649.782908,359.94,-8.0,2.44,7.71,1012.2
1776707650.014109,94.0,-8.0,2.44,7.7,990.2
1776707650.1666508,94.0,-8.0,2.44,7.69,979.6
1776707650.322166,359.94,-8.0,2.44,7.7,971.8
1776707650.4030805,359.4,-8.0,2.44,7.7,984.5
1776707650.4960177,359.94,-8.0,2.44,7.7,1020.7
1776707650.5878856,359.94,-8.0,2.44,7.7,1017.6
1776707650.6820815,359.94,-8.0,2.44,7.69,982.9
1776707650.9370499,359.94,-8.0,2.44,7.7,1020.3
1776707651.0228174,359.94,-8.0,2.44,7.69,993.1
1776707651.2687767,4.0,-8.0,2.44,7.7,1002.8
1776707651.3529854,359.94,-8.0,2.44,7.71,10.0
1776707651.4424365,359.94,-8.0,2.44,7.69,995.9
1776707651.5300553,359.94,-8.0,2.44,7.7,982.1
1776707651.628853,359.94,-8.0,2.44,7.7,1019.5
1776707651.8114865,359.94,-8.0,2.44,7.7,1022.6
1776707651.898143,359.94,-8.0,2.44,7.7,1009.5
1776707652.0869915,359.94,-8.0,2.44,7.69,977.0
1776707652.175515,359.94,-8.0,2.44,7.7,1029.2
1776707652.356155,4.0,-8.0,2.44,7.68,962.9
1776707652.446898,359.94,-8.0,2.44,7.7,992.1
1776707652.5345204,359.94,-8.0,2.44,7.71,1016.8
1776707652.634909,359.94,-8.0,2.44,7.7,1013.0
1776707652.7313461,359.94,-8.0,2.44,7.71,1034.8
1776707652.8186507,359.94,-8.0,2.44,7.7,964.0
1776707652.9054766,359.94,-8.0,2.44,7.71,1063.1
1776707653.0934885,359.94,-8.0,2.44,7.7,987.2
1776707653.1861246,359.94,-8.0,2.44,7.0,1029.4
1776707653.3627064,359.94,-8.0,2.44,7.7,975.4
1776707653.4308124,359.94,-8.0,2.44,7.7,1036.5
1776707653.568367,359.94,-8.0,2.44,7.68,1007.2
1776707653.775608,4.0,-8.0,2.44,7.7,1011.1
1776707653.8443658,359.94,-8.0,2.44,7.7,991.6
1776707653.914817,359.94,-8.0,2.44,7.69,1037.2
1776707653.9882548,359.94,-8.0,2.44,7.7,1009.1
1776707654.0560436,359.94,-8.0,2.44,7.7,994.3
1776707654.1410837,359.94,-8.0,2.44,7.7,986.1
1776707654.318256,359.94,-8.0,2.44,7.7,996.2
1776707654.3911235,359.94,-8.0,2.44,7.7,1026.4
1776707654.459866,94.0,-8.0,2.44,7.68,1048.0
1776707654.5337775,359.94,-8.0,2.44,7.69,1026.0
1776707654.6053526,359.94,-8.0,2.44,7.69,1021.1
1776707654.747112,359.94,-8.0,2.44,7.69,990.6
1776707654.8235743,359.94,-8.0,2.44,7.69,1009.4
1776707654.9027793,359.94,-8.0,2.44,7.7,1007.5
1776707654.9784894,359.94,-8.0,2.44,7.69,991.9
1776707655.0482833,359.94,-8.0,2.44,7.7,993.7
1776707655.1240847,359.94,-8.0,2.44,7.7,1035.8
1776707655.2016206,359.94,-8.0,2.44,7.7,1037.4
1776707655.2778542,359.94,-8.0,2.44,7.69,1030.0
1776707655.5150597,359.94,-8.0,2.44,7.7,1017.4
1776707655.583099,94.0,-8.0,2.44,7.7,980.2
1776707655.656782,359.94,-8.0,2.44,7.7,993.7
1776707655.7989533,359.94,-8.0,2.44,7.69,1005.6
1776707655.9463353,359.94,-8.0,2.44,7.71,1035.1
1776707656.0892024,359.94,-8.0,2.44,7.71,1009.6
1776707656.379203,4.0,-8.0,2.44,7.7,1070.2
1776707656.450944,359.94,-8.0,2.44,7.69,992.8
1776707656.5233777,4.0,-8.0,2.44,7.69,1029.8
1776707656.5923867,359.94,-8.0,2.44,7.69,1021.8
1776707656.6602938,359.94,-8.0,2.44,7.7,987.9
1776707656.7359357,359.94,-8.0,2.44,7.7,1078.1
1776707656.8044631,359.94,-8.0,2.44,7.69,1025.4
1776707656.9459102,359.94,-8.0,2.44,7.7,1052.5
1776707657.0199435,359.94,-8.0,2.44,7.69,1010.9
1776707657.0910256,359.94,-8.0,2.44,7.69,986.5
1776707657.1750486,359.94,-8.0,2.44,7.68,1037.3
1776707657.2470593,4.0,-8.0,2.44,7.7,1049.7
1776707657.3293536,359.94,-8.0,2.44,7.7,1032.3
1776707657.4030864,94.0,-8.0,2.44,7.68,1020.0
1776707657.4805596,4.0,-8.0,2.44,7.69,1049.2
1776707657.5605729,359.94,-8.0,2.44,7.7,1040.5
1776707657.6352246,359.94,-8.0,2.44,7.68,992.2
1776707657.7093527,94.0,-8.0,2.44,7.69,1021.3
1776707657.7911134,359.94,-8.0,2.44,7.68,968.6
1776707657.926372,359.94,-8.0,2.44,7.69,982.8
1776707657.9955208,359.94,-8.0,2.44,7.69,965.4
1776707658.0725667,359.94,0.0,2.44,7.69,1007.3
1776707658.1407022,359.94,-8.0,2.44,7.7,940.0
1776707658.387903,359.94,-8.0,2.44,7.7,979.0
1776707658.4564972,359.94,-8.0,2.44,7.71,1031.7
1776707658.713151,359.94,-8.0,2.44,7.7,978.4
1776707658.856805,359.94,-8.0,2.44,7.7,998.0
1776707658.983846,359.94,-8.0,2.44,7.69,1011.1
