Timestamp,Yaw,Pitch,Roll,Voltage,Current_mA
1776817616.2899358,340.37,-5.62,3.25,7.53,946.1
1776817616.4167974,335.44,-6.5,-3.19,7.51,1084.9
1776817616.6064446,330.56,-6.62,-6.5,7.49,1296.4
1776817616.7964563,326.87,-6.37,-8.31,6.88,3200.0
1776817616.9230876,327.12,-6.87,0.0,6.84,3200.0
1776817617.0506735,328.44,-7.56,10.06,7.12,3200.0
1776817617.4306138,327.69,-7.62,6.94,7.44,1618.3
1776817617.9367287,75.0,-8.13,-4.25,7.53,932.7
1776817618.0639057,323.06,-8.06,-7.12,7.57,932.7
1776817618.253404,321.56,-5.81,-10.0,6.88,3200.0
1776817618.4440947,322.19,-5.12,-2.5,6.92,3200.0
1776817618.5731385,322.62,-4.69,-0.06,7.11,3200.0
1776817618.7776809,6.0,-6.0,5.81,7.49,1254.4
1776817618.971497,325.0,-3.44,5.62,7.32,1646.9
1776817619.0809515,31.0,-3.62,3.44,7.44,1221.1
1776817619.3991418,312.06,-3.44,-3.75,7.54,857.9
1776817619.590449,19.0,-3.19,-6.0,7.53,910.4
1776817619.7798684,1.0,-2.94,-8.38,6.84,3200.0
1776817620.0972667,310.56,-4.06,3.94,7.09,3200.0
1776817620.2882643,313.94,-5.56,2.44,7.51,1420.2
1776817620.4153411,316.44,-3.31,2.69,7.17,2877.4
1776817620.6059184,313.19,-2.06,1.31,7.4,1854.7
1776817620.9224694,304.44,0.0,-5.5,7.44,1562.2
1776817621.049631,5.0,-0.31,-6.62,7.54,822.7
1776817621.2402327,6.0,-1.62,-7.31,6.79,3200.0
1776817621.4435527,298.31,-3.12,-1.75,6.9,3200.0
1776817621.5590317,300.5,-3.94,5.69,7.12,2993.7
1776817621.748737,303.12,-5.0,2.37,7.52,1148.7
1776817621.9237561,305.87,-4.0,0.0,7.25,3200.0
1776817622.1147869,306.87,-2.56,-2.37,7.46,1202.4
1776817622.5751247,297.56,-3.5,-12.88,7.52,1157.8
1776817622.885385,293.12,-5.75,-7.69,6.97,3200.0
1776817623.077189,295.12,-8.13,4.0,7.08,3200.0
1776817623.251832,2.0,-10.19,5.19,7.38,1905.5
1776817623.4405782,1.0,-9.81,4.06,7.39,1996.9
1776817623.5675485,254.12,-0.06,-0.06,7.51,1104.7
1776817623.9490752,1.0,-7.94,-13.69,7.51,1351.4
1776817624.0758257,298.19,-8.94,-18.62,7.57,805.0
1776817624.2681253,94.0,-9.25,-19.62,6.88,3200.0
1776817624.4596293,297.81,-10.06,-9.81,6.93,3200.0
1776817624.777261,298.87,-10.81,0.88,7.45,1115.4
1776817625.080456,6.0,-8.81,0.13,7.39,1678.8
1776817625.3996682,298.19,-8.06,-10.25,7.5,1066.5
1776817625.7800198,297.5,-6.69,-18.0,6.84,3200.0
1776817625.9237728,298.19,-7.5,-10.88,6.99,3200.0
1776817626.114273,300.0,-9.5,1.19,7.08,3200.0
1776817626.2414196,300.94,-9.94,3.56,7.49,966.7
1776817626.6210978,300.31,-7.94,-1.19,7.52,1211.3
1776817626.7646646,298.94,-7.62,-6.44,7.54,887.7
1776817627.098177,297.87,-7.12,-14.0,7.5,1047.7
1776817627.4170585,44.0,-6.62,-5.87,6.92,3200.0
1776817627.6079626,299.37,-6.87,4.37,7.05,3200.0
1776817627.7823558,301.12,-7.25,4.44,7.37,1657.4
1776817627.9089868,302.81,-7.12,3.44,7.29,2082.5
1776817628.099382,56.0,-1397.5,-1397.5,7.54,1171.2
1776817628.416693,302.19,-5.69,-12.25,7.5,1130.9
1776817628.6069338,301.87,-6.69,-15.38,7.49,1135.3
1776817628.796867,302.62,-6.5,-16.56,6.92,3200.0
1776817629.0509982,306.62,-7.81,1.75,7.08,3200.0
1776817629.2406573,309.0,-8.75,2.12,7.1,3190.6
1776817629.5576892,315.19,-7.75,-0.94,7.44,1178.3
1776817629.7497275,318.56,-7.5,-5.62,7.52,760.7
1776817629.939783,321.75,-8.06,-11.5,7.45,1558.6
1776817630.0670385,323.94,-9.75,-15.88,7.58,969.1
1776817630.2574878,6.0,-11.38,-18.12,6.87,3200.0
1776817630.4487636,327.94,-14.63,-9.06,6.87,3200.0
1776817630.5757337,329.06,-18.06,3.94,7.04,3200.0
1776817630.752612,329.06,-20.62,7.87,7.28,2771.7
1776817630.942478,5.0,-17.12,8.63,7.54,896.6
1776817631.0693588,1.0,-15.94,8.19,7.45,1499.0
1776817631.2606118,6.0,-16.37,1.06,7.56,924.0
1776817631.3878798,332.0,-16.75,-6.56,7.49,1360.6
1776817631.7576458,334.37,-14.44,-13.5,6.83,3200.0
1776817631.949642,334.87,-14.88,-8.06,6.95,3200.0
1776817632.6084707,322.25,-7.37,6.75,7.49,1088.1
1776817632.7457168,5.0,-7.25,4.25,7.52,1082.0
1776817632.9302025,313.12,-7.31,2.0,7.46,1354.9
1776817633.0579395,309.06,-8.25,1.31,7.52,909.6
1776817633.2393699,6.0,-6.5,1.25,6.81,3200.0
1776817633.7289195,312.75,-8.75,9.0,7.49,763.1
1776817633.9425414,313.06,-8.69,7.44,7.44,1591.7
1776817634.091055,312.81,-9.81,3.69,7.41,1052.7
1776817634.242481,313.69,-8.75,0.19,7.38,1536.1
1776817634.3993213,314.37,-7.87,-1.25,7.34,2033.2
1776817634.6209857,62.0,-8.31,-1.25,7.46,1086.6
1776817634.7643917,313.5,-7.56,-2.0,6.98,3200.0
