Timestamp,Yaw,Pitch,Roll,Voltage,Current_mA
1776631887.021055,359.94,-7.87,2.31,7.8,1054.4
1776631887.1242647,359.94,-7.87,2.31,7.79,1064.1
1776631887.208754,359.94,-7.87,2.31,7.79,1065.8
1776631887.3176343,4.0,-7.87,2.31,7.79,1042.6
1776631887.3779845,359.94,-7.87,2.31,7.79,1075.7
1776631887.6225693,359.94,-7.87,2.31,7.8,953.2
1776631887.698897,359.94,-7.87,2.31,7.78,1017.2
1776631887.8276637,359.94,-7.87,2.31,7.78,1075.7
1776631888.0195062,359.94,-7.87,2.31,7.78,1060.9
1776631888.0828836,359.94,-7.87,2.31,7.79,1022.8
1776631888.1410303,359.94,-7.87,2.31,7.79,1090.6
1776631888.2062726,359.94,-7.87,2.31,7.8,998.0
1776631888.3510168,359.94,-7.87,2.31,7.8,1021.6
1776631888.4141474,359.94,-7.87,2.31,7.79,1094.1
1776631888.4819112,359.94,-7.87,2.31,7.78,1061.7
1776631888.5479455,359.94,-7.87,2.31,7.78,1082.5
1776631888.6114295,4.0,-7.87,2.31,7.8,995.8
1776631888.6706624,359.94,-7.87,2.31,7.79,999.6
1776631888.7396116,359.94,-7.87,2.31,7.79,1084.3
1776631888.9316707,359.94,-7.87,2.31,7.79,1071.0
1776631889.0102131,359.94,-7.87,2.31,7.79,1028.4
1776631889.1463163,359.94,-7.87,2.31,7.79,1016.7
1776631889.273724,359.94,-7.87,2.31,7.8,1046.7
1776631889.3295898,359.94,-7.87,2.31,7.8,1060.2
1776631889.4011233,359.94,-7.87,2.31,7.78,1055.4
1776631889.463889,359.94,-7.87,2.31,7.79,1027.1
1776631889.54251,359.94,-7.87,2.31,7.78,1025.0
1776631889.681677,94.0,-7.87,2.31,7.79,1050.8
1776631889.853955,359.94,-7.87,2.31,7.79,1007.1
1776631889.9795296,359.94,-7.87,2.31,7.78,1018.4
1776631890.0535908,359.94,-7.87,2.31,7.79,1018.4
1776631890.176804,359.94,-7.87,2.31,7.8,1058.3
1776631890.2526472,94.0,-7.87,2.31,7.8,1070.5
1776631890.5073895,359.94,-7.87,2.31,7.79,1019.9
1776631890.569479,359.94,-7.87,2.31,7.82,1029.2
1776631890.6867752,4.0,-7.87,2.31,7.81,1093.4
1776631890.8131118,359.94,-7.87,2.31,7.78,1071.2
1776631890.8761866,359.94,-7.87,2.31,7.78,1093.5
1776631891.0029533,359.94,-7.87,2.31,7.78,982.0
1776631891.1315122,359.94,-7.87,2.31,7.81,1043.8
1776631891.1946778,359.94,-7.87,2.31,7.78,1050.3
1776631891.3258367,359.94,-7.87,2.31,7.8,1079.4
1776631891.515233,4.0,-7.87,2.31,7.77,1052.5
1776631891.6405792,94.0,-7.87,2.31,7.78,1075.0
1776631892.1571882,359.94,-7.87,2.31,7.8,1038.3
1776631892.341168,359.94,-7.87,2.31,7.77,1049.9
1776631892.4676626,359.94,-7.87,2.31,7.79,1058.1
1776631892.6638467,359.94,-7.87,2.31,7.79,1079.3
1776631892.986203,359.94,-7.87,2.31,7.82,1038.2
1776631893.17329,359.94,-7.87,2.31,7.81,991.2
1776631893.3649805,359.94,-7.87,2.31,7.76,1104.8
1776631893.7736154,359.94,-7.87,2.31,7.8,907.6
1776631893.893965,359.94,-7.87,2.31,7.78,1039.9
1776631894.0196064,359.94,-7.87,2.31,7.77,1062.8
1776631894.0834148,94.0,-7.87,2.31,7.78,963.0
1776631894.2734723,359.94,-7.87,2.31,7.78,1100.7
1776631894.5367105,94.0,-7.87,2.31,7.77,1101.0
1776631894.598631,359.94,-7.87,2.31,7.76,1038.7
1776631894.7184231,359.94,-7.87,2.31,7.8,1056.8
1776631895.0424395,359.94,-7.87,2.31,7.77,1105.2
1776631895.1056423,359.94,-7.87,2.31,7.8,1082.8
1776631895.2352588,359.94,-7.87,2.31,7.8,1099.2
1776631895.3628178,359.94,-7.87,2.31,7.8,1122.2
1776631895.4340265,359.94,-7.87,2.31,7.8,10.0
1776631895.6229615,359.94,-7.87,2.31,7.8,1044.9
1776631895.7512834,359.94,-7.87,2.31,7.79,1058.4
1776631895.949832,359.94,-7.87,2.31,7.79,1071.0
1776631896.0761418,359.94,-7.87,2.31,7.77,1042.8
1776631896.1412663,359.94,-7.87,2.31,7.77,1001.8
1776631896.26752,359.94,-7.87,2.31,7.79,1082.9
1776631896.4642906,4.0,-7.87,2.31,7.8,1068.1
1776631896.5965602,359.94,-7.87,2.31,7.8,1059.6
1776631896.7808084,94.0,-7.87,2.31,7.8,1081.5
1776631896.9724874,359.94,-7.87,2.31,7.79,1092.3
1776631897.0909934,359.94,-7.87,2.31,7.78,1024.2
1776631897.2897005,359.94,-7.87,2.31,7.78,1036.9
1776631897.4167976,4.0,-7.87,2.31,7.77,1047.7
1776631897.4913774,359.94,-7.87,2.31,7.78,1055.0
1776631897.6116984,359.94,-7.87,2.31,7.79,1057.2
1776631897.73372,359.94,-7.87,2.31,7.79,982.7
1776631897.797617,359.94,-7.87,2.31,7.79,986.5
1776631897.9247174,359.94,-7.87,2.31,7.79,1027.1
1776631898.0535913,359.94,-7.87,2.31,7.8,1072.6
1776631898.3580987,359.94,-7.87,2.31,7.78,1044.9
1776631898.4228115,94.0,-7.87,2.31,7.81,1034.3
1776631898.545391,359.94,-7.87,2.31,7.81,998.8
