Timestamp,Yaw,Pitch,Roll,Voltage,Current_mA,Power_mW,dt_seconds,Interval_Energy_mJ,Cumulative_Energy_mJ,Cumulative_Energy_J
0.0,316.75,-9.38,3.75,6.86,3200.0,21952.0,0.20771431922912598,4559.744735717773,4559.744735717773,4.559744735717773
0.20771431922912598,319.06,-11.25,7.94,7.14,2949.4,21058.716,0.3095588684082031,6518.912295089722,11078.657030807495,11.078657030807495
0.5172731876373291,322.62,-12.75,1.12,7.51,10.0,75.1,0.1997222900390625,14.999143981933592,11093.656174789428,11.093656174789428
0.7169954776763916,324.31,-11.06,-1.69,7.5,1231.7,9237.75,0.2891404628753662,2671.007310926914,13764.663485716343,13.764663485716342
1.0061359405517578,326.87,-10.5,1.69,7.57,909.9,6887.943,0.191209077835083,1317.0372292106151,15081.700714926958,15.081700714926958
1.1973450183868408,327.87,-10.19,6.44,7.56,775.3,5861.267999999999,0.12549185752868652,735.5414087934492,15817.242123720407,15.817242123720407
1.3228368759155273,329.69,-8.63,12.63,6.71,3200.0,21472.0,0.1913132667541504,4107.878463745117,19925.120587465524,19.925120587465525
1.5141501426696777,333.0,-6.94,22.19,6.83,3200.0,21856.0,0.19019222259521484,4156.841217041016,24081.96180450654,24.08196180450654
1.7043423652648926,339.37,-5.69,36.19,7.08,3200.0,22656.0,0.30341649055480957,6874.204010009766,30956.165814516306,30.956165814516307
2.007758855819702,352.12,-4.44,34.06,7.56,941.0,7113.96,0.19082021713256836,1357.487391872406,32313.653206388713,32.313653206388715
2.1985790729522705,351.25,-2.31,25.44,7.53,987.0,7432.110000000001,0.12705492973327637,944.2862138199807,33257.93942020869,33.25793942020869
2.325634002685547,346.69,-3.06,15.19,7.54,859.6,6481.384,0.18308615684509277,1186.6516875972748,34444.591107805965,34.44459110780596
2.5087201595306396,341.06,-3.62,11.63,7.62,824.0,6278.88,0.19023346900939941,1194.4531238937377,35639.0442316997,35.6390442316997
2.698953628540039,6.0,-5.56,9.44,7.59,763.2,5792.688,0.19147109985351562,1109.1323424682616,36748.17657416796,36.748176574167964
