Timestamp,Yaw,Pitch,Roll,Voltage,Current_mA,Power_mW,dt_seconds,Interval_Energy_mJ,Cumulative_Energy_mJ,Cumulative_Energy_J
0.0,359.94,-6.56,2.62,7.95,907.6,7215.42,0.2032279968261718,1466.3753528594964,1466.3753528594964,1.4663753528594965
0.2032279968261718,359.94,-6.56,2.62,7.94,873.3,6934.002,0.13167452812194833,913.031441346646,2379.4067942061424,2.3794067942061425
0.3349025249481201,359.94,-6.56,2.62,7.95,846.8,6732.0599999999995,0.07590222358703608,510.97832332134203,2890.3851175274845,2.8903851175274844
0.4108047485351562,359.94,-6.56,2.62,7.95,871.9,6931.605,0.056151390075683594,389.21925620555874,3279.6043737330433,3.279604373733043
0.4669561386108398,359.94,-6.56,2.62,7.95,833.1,6623.145,0.06397867202758795,423.740021746159,3703.3443954792024,3.7033443954792022
0.5309348106384277,359.94,-6.56,2.62,7.95,804.4,6394.98,0.07589578628540039,485.35203537940976,4188.696430858612,4.188696430858612
0.6068305969238281,359.94,-6.56,2.62,7.97,843.9,6725.883,0.06266427040100098,421.47255099749566,4610.168981856108,4.610168981856108
0.6694948673248291,359.94,-6.56,2.62,7.95,776.5,6173.175,0.06724166870117188,415.0945881843567,5025.263570040464,5.025263570040464
0.736736536026001,359.94,-6.56,2.62,7.95,892.2,7092.990000000001,0.06483793258666992,459.89480745792395,5485.158377498388,5.485158377498388
0.8015744686126709,359.94,-6.56,2.62,7.96,861.8,6859.928,0.06350493431091309,435.6392770175934,5920.797654515982,5.920797654515982
0.865079402923584,359.94,-6.56,2.62,7.95,793.5,6308.325,0.07259440422058105,457.94909500479696,6378.746749520778,6.378746749520778
0.937673807144165,359.94,-6.56,2.62,7.95,878.6,6984.87,0.0691671371459961,483.12346123695374,6861.870210757732,6.861870210757732
1.0068409442901611,359.94,-6.56,2.62,7.96,875.6,6969.776,0.06302404403686523,439.2634695510864,7301.133680308818,7.301133680308818
1.0698649883270264,4.0,-6.56,2.62,7.95,852.1,6774.195000000001,0.06364011764526367,431.110566751957,7732.244247060775,7.732244247060775
1.13350510597229,359.94,-6.56,2.62,7.95,801.4,6371.13,0.3191366195678711,2033.2608910274505,9765.505138088225,9.765505138088225
1.4526417255401611,359.94,-6.56,2.62,7.95,864.2,6870.39,0.12683820724487305,871.4279506731034,10636.933088761329,10.636933088761328
1.5794799327850342,359.94,-6.56,2.62,7.95,838.3,6664.485,0.12761235237121582,850.4706081926822,11487.40369695401,11.48740369695401
1.70709228515625,359.94,-6.56,2.62,7.95,797.1,6336.945000000001,0.1912577152252195,1211.9896222078787,12699.393319161889,12.699393319161889
1.8983500003814695,359.94,-6.56,2.62,7.96,813.4,6474.664,0.06371545791625977,412.5361816139221,13111.929500775812,13.111929500775812
1.9620654582977293,359.94,-6.56,2.62,7.96,850.7,6771.572,0.25403237342834495,1720.1985070009248,14832.128007776737,14.832128007776737
2.216097831726074,4.0,-6.56,2.62,7.95,861.1,6845.745,0.1904451847076416,1303.739170986414,16135.86717876315,16.13586717876315
2.406543016433716,359.94,-6.56,2.62,7.94,869.4,6903.036,0.12743210792541504,879.6684285650254,17015.535607328176,17.015535607328175
2.533975124359131,359.94,-6.56,2.62,7.95,881.4,7007.13,0.06409215927124023,449.1020919942856,17464.637699322462,17.464637699322463
2.598067283630371,359.94,-6.56,2.62,7.94,807.0,6407.58,0.13240504264831543,848.3959031724929,18313.033602494954,18.313033602494954
2.7304723262786865,359.94,-6.56,2.62,7.96,899.5,7160.0199999999995,0.05920124053955078,423.88206628799435,18736.91566878295,18.73691566878295
2.7896735668182373,359.94,-6.56,2.62,7.96,867.1,6902.116,0.1296558380126953,894.8996340408326,19631.815302823783,19.63181530282378
2.9193294048309326,359.94,-6.56,2.62,7.95,743.8,5913.21,0.12512588500976562,739.8956344985962,20371.71093732238,20.37171093732238
3.0444552898406982,359.94,-6.56,2.62,7.95,865.8,6883.11,0.06398987770080566,440.4493671011925,20812.16030442357,20.81216030442357
3.108445167541504,359.94,-6.56,2.62,7.95,843.8,6708.21,0.13200998306274414,885.5506884813309,21697.7109929049,21.6977109929049
3.240455150604248,94.0,-6.56,2.62,7.94,839.8,6668.012,0.1926579475402832,1284.6455060939788,22982.35649899888,22.982356498998882
3.4331130981445312,359.94,-6.56,2.62,7.93,831.2,6591.416,0.11943697929382324,787.2588163089753,23769.615315307856,23.769615315307856
3.5525500774383545,359.94,-6.56,2.62,7.95,892.5,7095.375,0.06681132316589355,474.051392108202,24243.666707416058,24.243666707416057
3.619361400604248,4.0,-6.56,2.62,7.95,880.6,7000.77,0.1363973617553711,954.8865582561493,25198.553265672206,25.198553265672206
3.755758762359619,359.94,-6.56,2.62,7.95,892.7,7096.965,0.11881494522094727,843.22550770998,26041.778773382186,26.041778773382187
3.8745737075805664,359.94,-6.56,2.62,7.94,847.3,6727.562,0.06332254409790039,426.00634141635896,26467.785114798546,26.467785114798545
3.937896251678467,359.94,-6.56,2.62,7.96,898.6,7152.856,0.12769627571105957,913.3930718975067,27381.178186696052,27.38117818669605
4.065592527389526,4.0,-6.56,2.62,7.96,813.4,6474.664,0.1267995834350586,820.9846980819702,28202.162884778023,28.202162884778023
4.192392110824585,359.94,-6.56,2.62,7.95,888.2,7061.1900000000005,0.06398129463195801,451.7840778422356,28653.94696262026,28.65394696262026
